mile,lat,lon,nearest_main_m,main_Trail_Name,canonical_section,segment,route,main_Corridor,main_Trail_ID,main_LandUnit_N,main_Manager_Na,main_Eng_Seg,main_Start_Seg,nearest_alt_m,alt_Trail_Name,alt_Corridor,alt_Trail_ID,alt_LandUnit_N,alt_Manager_Na,alt_Eng_Seg,alt_Start_Seg
94,26.583024,-80.949151,1.9,L2 Canal Levee,Seminole,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,18029.5,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
95,26.597494,-80.949448,7.5,L2 Canal Levee,Seminole,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,16927.4,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
96,26.611965,-80.949675,3.2,L2 Canal Levee,Seminole,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,15879.9,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
97,26.626412,-80.949879,17.7,L2 & L1E Canal Levee,Okeechobee South,,,Main,T622,L2 & L1E Canal Levee,SFWMD,"Cross CR 835, East","Cross CR 835, West",14539.7,US 27,Eastern,T690,Okeechobee West Connector,Roadwalk,West Side of S-310 Lock,East Side of S-310 Lock
98,26.640885,-80.949918,205,L2 & L1E Canal Levee,,,,Main,T622,L2 & L1E Canal Levee,SFWMD,"Cross CR 835, East","Cross CR 835, West",12969.6,US 27,Eastern,T690,Okeechobee West Connector,Roadwalk,West Side of S-310 Lock,East Side of S-310 Lock
99,26.655358,-80.949967,1282.9,L2 & L1E Canal Levee,,,,Main,T622,L2 & L1E Canal Levee,SFWMD,"Cross CR 835, East","Cross CR 835, West",11410.8,US 27,Eastern,T690,Okeechobee West Connector,Roadwalk,West Side of S-310 Lock,East Side of S-310 Lock
100,26.667314,-80.94702,235.7,L2 & L1E Canal Levee,,,,Main,T622,L2 & L1E Canal Levee,SFWMD,"Cross CR 835, East","Cross CR 835, West",10051.3,US 27,Eastern,T690,Okeechobee West Connector,Roadwalk,West Side of S-310 Lock,East Side of S-310 Lock
101,26.667401,-80.930824,1195.3,L2 & L1E Canal Levee,,,,Main,T622,L2 & L1E Canal Levee,SFWMD,"Cross CR 835, East","Cross CR 835, West",9640,Okeechobee West,Western,T162,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
102,26.663882,-80.918544,369.6,L2 & L1E Canal Levee,,,,Main,T622,L2 & L1E Canal Levee,SFWMD,"Cross CR 835, East","Cross CR 835, West",9442.9,Okeechobee West,Western,T162,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
103,26.651457,-80.915492,0.4,L1E Canal Levee,,,,Main,T671,L1E Canal Levee,SFWMD,Join Miami Canal,"Cross CR 835, East",10432.6,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
104,26.653997,-80.90189,0.3,L1E Canal Levee,,,,Main,T671,L1E Canal Levee,SFWMD,Join Miami Canal,"Cross CR 835, East",9228.1,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
105,26.668469,-80.901988,1608.6,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,8176.4,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
106,26.682942,-80.902084,2383.2,L2 & L1E Canal Levee,,,,Main,T622,L2 & L1E Canal Levee,SFWMD,"Cross CR 835, East","Cross CR 835, West",6792.3,Okeechobee West,Western,T162,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
107,26.697415,-80.902181,3714.1,L2 & L1E Canal Levee,,,,Main,T622,L2 & L1E Canal Levee,SFWMD,"Cross CR 835, East","Cross CR 835, West",5379.8,Okeechobee West,Western,T162,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
108,26.711888,-80.902277,3963,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,3946.9,Okeechobee West,Western,T162,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
109,26.726361,-80.902374,2353.7,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,2516.2,Okeechobee West,Western,T162,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
110,26.740834,-80.90247,744.3,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,1081.7,Okeechobee West,Western,T162,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
111,26.752621,-80.908991,112.5,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,240.6,Okeechobee West,Western,T162,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
112,26.754689,-80.921318,25.5,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,87.9,US 27,Western,T690,Okeechobee West Connector,Roadwalk,West Side of S-310 Lock,East Side of S-310 Lock
113,26.741343,-80.920948,1425.3,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,1453.9,US 27,Eastern,T690,Okeechobee West Connector,Roadwalk,West Side of S-310 Lock,East Side of S-310 Lock
114,26.726909,-80.92213,2980.3,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,3063.3,US 27,Eastern,T690,Okeechobee West Connector,Roadwalk,West Side of S-310 Lock,East Side of S-310 Lock
115,26.712474,-80.923313,4411.2,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,4672.6,US 27,Eastern,T690,Okeechobee West Connector,Roadwalk,West Side of S-310 Lock,East Side of S-310 Lock
116,26.69804,-80.924495,3446.6,L2 & L1E Canal Levee,,,,Main,T622,L2 & L1E Canal Levee,SFWMD,"Cross CR 835, East","Cross CR 835, West",6281.9,US 27,Eastern,T690,Okeechobee West Connector,Roadwalk,West Side of S-310 Lock,East Side of S-310 Lock
117,26.683605,-80.925677,1920.5,L2 & L1E Canal Levee,,,,Main,T622,L2 & L1E Canal Levee,SFWMD,"Cross CR 835, East","Cross CR 835, West",7800.2,Okeechobee West,Western,T162,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
118,26.669171,-80.926859,823.5,L2 & L1E Canal Levee,,,,Main,T622,L2 & L1E Canal Levee,SFWMD,"Cross CR 835, East","Cross CR 835, West",9287.9,Okeechobee West,Western,T162,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
119,26.654736,-80.928042,945.1,L2 & L1E Canal Levee,,,,Main,T622,L2 & L1E Canal Levee,SFWMD,"Cross CR 835, East","Cross CR 835, West",10773.7,Okeechobee West,Western,T162,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
120,26.640302,-80.929224,1718.6,L1E Canal Levee,,,,Main,T671,L1E Canal Levee,SFWMD,Join Miami Canal,"Cross CR 835, East",12247,Okeechobee West,Western,T162,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
121,26.625867,-80.930406,1934.6,L2 & L1E Canal Levee,,,,Main,T622,L2 & L1E Canal Levee,SFWMD,"Cross CR 835, East","Cross CR 835, West",13420.5,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
122,26.611433,-80.931588,1797.4,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,14571.2,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
123,26.596998,-80.93277,1657,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,15780.6,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
124,26.582564,-80.933953,1510.9,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,17054,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
125,26.568129,-80.935135,1364.9,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,18378.4,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
126,26.553695,-80.936317,1213.2,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,19743.7,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
127,26.53926,-80.937499,1064.5,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,21142.7,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
128,26.524826,-80.938682,914,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,22568.7,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
129,26.510391,-80.939864,770.6,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,24017.3,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
130,26.495957,-80.941046,626.3,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,25485.3,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
131,26.481522,-80.942228,481.7,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,26969.1,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
132,26.467088,-80.94341,344.2,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,28465.4,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
133,26.452653,-80.944593,224,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,29973.4,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
134,26.438219,-80.945775,86.4,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,31491.5,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
135,26.438966,-80.940633,604.9,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,31217.4,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
136,26.453378,-80.939155,766,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,29682.4,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
137,26.467791,-80.937676,915.8,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,28155.8,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
138,26.482204,-80.936197,1082.9,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,26638.9,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
139,26.496617,-80.934718,1256.9,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,25133.5,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
140,26.51103,-80.93324,1431.4,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,23640.3,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
141,26.525443,-80.931761,1604.1,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,22163.3,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
142,26.539855,-80.930282,1782.4,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,20706,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
143,26.554268,-80.928804,1960.8,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,19271.9,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
144,26.568681,-80.927325,2142,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,17866.8,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
145,26.583094,-80.925846,2317.5,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,16497.6,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
146,26.597507,-80.924368,2493.5,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,15173.6,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
147,26.61192,-80.922889,2662.8,L2 Canal Levee,,,,Main,T621,L2 Canal Levee,SFWMD,"Cross CR 835, West",Leave L3 Canal Levee Segment,13908.2,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
148,26.626333,-80.92141,2829.3,L2 & L1E Canal Levee,,,,Main,T622,L2 & L1E Canal Levee,SFWMD,"Cross CR 835, East","Cross CR 835, West",12712.5,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
149,26.640745,-80.919931,1238.2,L1E Canal Levee,,,,Main,T671,L1E Canal Levee,SFWMD,Join Miami Canal,"Cross CR 835, East",11548.3,Okeechobee West,Western,T689,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
150,26.655158,-80.918453,177.5,L2 & L1E Canal Levee,,,,Main,T622,L2 & L1E Canal Levee,SFWMD,"Cross CR 835, East","Cross CR 835, West",10282.9,Okeechobee West,Western,T162,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
151,26.669571,-80.916974,290.4,L2 & L1E Canal Levee,,,,Main,T622,L2 & L1E Canal Levee,SFWMD,"Cross CR 835, East","Cross CR 835, West",8806.3,Okeechobee West,Western,T162,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
152,26.683984,-80.915495,1865.8,L2 & L1E Canal Levee,,,,Main,T622,L2 & L1E Canal Levee,SFWMD,"Cross CR 835, East","Cross CR 835, West",7309.1,Okeechobee West,Western,T162,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
153,26.698397,-80.914017,3472.1,L2 & L1E Canal Levee,,,,Main,T622,L2 & L1E Canal Levee,SFWMD,"Cross CR 835, East","Cross CR 835, West",5810.3,Okeechobee West,Western,T162,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
154,26.71281,-80.912538,3986.7,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,4313.6,Okeechobee West,Western,T162,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
155,26.727222,-80.911059,2412,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,2814.5,Okeechobee West,Western,T162,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
156,26.741635,-80.909581,939.9,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,1315.4,Okeechobee West,Western,T162,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
157,26.756048,-80.908102,336.2,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,133.5,Okeechobee West,Western,T162,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
158,26.770461,-80.906623,1877.2,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,1579.4,Okeechobee West,Western,T162,Lake Okeechobee,ACoE,East Side of  S-310 Lock,West Side of S-3 Lock
159,26.784874,-80.905144,3479.7,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,3029.6,US 27,Western,T690,Okeechobee West Connector,Roadwalk,West Side of S-310 Lock,East Side of S-310 Lock
160,26.799287,-80.903666,5085.9,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,4470.3,Okeechobee West,Western,T164,Lake Okeechobee,ACoE,South side of Moore Haven Lock,West side of S-310 Canal
161,26.8137,-80.902187,6693.2,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,5807.9,Okeechobee West,Western,T164,Lake Okeechobee,ACoE,South side of Moore Haven Lock,West side of S-310 Canal
162,26.828112,-80.900708,8301.3,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,7133.7,Okeechobee West,Western,T164,Lake Okeechobee,ACoE,South side of Moore Haven Lock,West side of S-310 Canal
163,26.842525,-80.89923,9909.9,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,8457.8,Okeechobee West,Western,T164,Lake Okeechobee,ACoE,South side of Moore Haven Lock,West side of S-310 Canal
164,26.856938,-80.897751,11518.6,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,9786.4,Okeechobee West,Western,T164,Lake Okeechobee,ACoE,South side of Moore Haven Lock,West side of S-310 Canal
165,26.871351,-80.896272,13127.5,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,10956.4,Okeechobee West,Western,T164,Lake Okeechobee,ACoE,South side of Moore Haven Lock,West side of S-310 Canal
166,26.885764,-80.894794,14736.5,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,12125.7,Okeechobee West,Western,T164,Lake Okeechobee,ACoE,South side of Moore Haven Lock,West side of S-310 Canal
167,26.900177,-80.893315,16345.5,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,13365.2,Okeechobee West,Western,T164,Lake Okeechobee,ACoE,South side of Moore Haven Lock,West side of S-310 Canal
168,26.914589,-80.891836,17954.6,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,14676.6,Okeechobee West,Western,T164,Lake Okeechobee,ACoE,South side of Moore Haven Lock,West side of S-310 Canal
169,26.929002,-80.890358,19563.7,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,15485.6,Okeechobee West,Western,T601,Lake Okeechobee,ACoE,Join SR 78 at Indian Prairie Canal,Leave SR 78 at Harney Pond Canal
170,26.943415,-80.888879,21172.9,CR-835,,,,Main, ,CR-835,Other,Join Esperanza Ave,Join CR 835,14592.9,Okeechobee West,Western,T601,Lake Okeechobee,ACoE,Join SR 78 at Indian Prairie Canal,Leave SR 78 at Harney Pond Canal
171,26.957828,-80.8874,21760.4,Okeechobee North,Okeechobee North,,,Main,T1,Paradise Run,ACoE,Join Lock Access road,Cross SR 78/Junction East and West Okeechobee Loops,13597.1,Okeechobee West,Western,T601,Lake Okeechobee,ACoE,Join SR 78 at Indian Prairie Canal,Leave SR 78 at Harney Pond Canal
172,26.972241,-80.885921,20151.1,Okeechobee North,Okeechobee North,,,Main,T1,Paradise Run,ACoE,Join Lock Access road,Cross SR 78/Junction East and West Okeechobee Loops,12710.5,Okeechobee West,Western,T601,Lake Okeechobee,ACoE,Join SR 78 at Indian Prairie Canal,Leave SR 78 at Harney Pond Canal
173,26.986654,-80.884443,18541.7,Okeechobee North,Okeechobee North,,,Main,T1,Paradise Run,ACoE,Join Lock Access road,Cross SR 78/Junction East and West Okeechobee Loops,11927.9,Okeechobee West,Western,T601,Lake Okeechobee,ACoE,Join SR 78 at Indian Prairie Canal,Leave SR 78 at Harney Pond Canal
174,27.001067,-80.882964,16932.4,Okeechobee North,Okeechobee North,,,Main,T1,Paradise Run,ACoE,Join Lock Access road,Cross SR 78/Junction East and West Okeechobee Loops,11017.1,Okeechobee West,Western,T581,Lake Okeechobee,ACoE,Join SR 78 at Kissimmee River,Leave SR 78 at Indian Prairie Canal
175,27.015479,-80.881485,15323.1,Okeechobee North,Okeechobee North,,,Main,T1,Paradise Run,ACoE,Join Lock Access road,Cross SR 78/Junction East and West Okeechobee Loops,9980.4,Okeechobee West,Western,T581,Lake Okeechobee,ACoE,Join SR 78 at Kissimmee River,Leave SR 78 at Indian Prairie Canal
176,27.029892,-80.880007,13713.8,Okeechobee North,Okeechobee North,,,Main,T1,Paradise Run,ACoE,Join Lock Access road,Cross SR 78/Junction East and West Okeechobee Loops,8945.5,Okeechobee West,Western,T581,Lake Okeechobee,ACoE,Join SR 78 at Kissimmee River,Leave SR 78 at Indian Prairie Canal
177,27.044305,-80.878528,12104.5,Okeechobee North,Okeechobee North,,,Main,T1,Paradise Run,ACoE,Join Lock Access road,Cross SR 78/Junction East and West Okeechobee Loops,7905,Okeechobee West,Western,T581,Lake Okeechobee,ACoE,Join SR 78 at Kissimmee River,Leave SR 78 at Indian Prairie Canal
178,27.058718,-80.877049,10495.2,Okeechobee North,Okeechobee North,,,Main,T1,Paradise Run,ACoE,Join Lock Access road,Cross SR 78/Junction East and West Okeechobee Loops,6868.9,Okeechobee West,Western,T581,Lake Okeechobee,ACoE,Join SR 78 at Kissimmee River,Leave SR 78 at Indian Prairie Canal
179,27.073131,-80.875571,8885.8,Okeechobee North,Okeechobee North,,,Main,T1,Paradise Run,ACoE,Join Lock Access road,Cross SR 78/Junction East and West Okeechobee Loops,5633,Okeechobee West,Western,T209,Lake Okeechobee,ACoE,Join SR 78 at Kissimmee River,Leave SR 78 at Indian Prairie Canal
