mile,lat,lon,nearest_main_m,main_Trail_Name,canonical_section,segment,route,main_Corridor,main_Trail_ID,main_LandUnit_N,main_Manager_Na,main_Eng_Seg,main_Start_Seg,nearest_alt_m,alt_Trail_Name,alt_Corridor,alt_Trail_ID,alt_LandUnit_N,alt_Manager_Na,alt_Eng_Seg,alt_Start_Seg
764,30.334289,-83.337622,9.4,SR 53 Roadwalk,,,,Main,T467,SR 53 Connector,Roadwalk,Join Old St. Augustine Road,Join SR 53,134282.8,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
765,30.348652,-83.339689,44.2,SR 53 Roadwalk,,,,Main,T467,SR 53 Connector,Roadwalk,Join Old St. Augustine Road,Join SR 53,135128,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
766,30.363013,-83.34177,99,SR 53 Roadwalk,,,,Main,T467,SR 53 Connector,Roadwalk,Join Old St. Augustine Road,Join SR 53,135988,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
767,30.377067,-83.345415,56.4,SR 53 Roadwalk,,,,Main,T467,SR 53 Connector,Roadwalk,Join Old St. Augustine Road,Join SR 53,136981.4,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
768,30.390354,-83.351982,83.9,SR 53 Roadwalk,,,,Main,T467,SR 53 Connector,Roadwalk,Join Old St. Augustine Road,Join SR 53,138199,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
769,30.396596,-83.366137,33,Old St. Augustine Road,,,,Main,T503,Old St. Augustine Road Connector,Roadwalk,Jct of Old St. Augustine Road and CR 14,Leave SR 53,139723.7,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
770,30.395028,-83.380667,23.6,Old St. Augustine Road,,,,Main,T503,Old St. Augustine Road Connector,Roadwalk,Jct of Old St. Augustine Road and CR 14,Leave SR 53,140896.4,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
771,30.392136,-83.394422,114.5,Old St. Augustine Road,,,,Main,T503,Old St. Augustine Road Connector,Roadwalk,Jct of Old St. Augustine Road and CR 14,Leave SR 53,141942.3,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
772,30.388306,-83.410369,2.4,Old St. Augustine Road,,,,Main,T503,Old St. Augustine Road Connector,Roadwalk,Jct of Old St. Augustine Road and CR 14,Leave SR 53,143139.1,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
773,30.383087,-83.42564,34.6,Old St. Augustine Road,,,,Main,T503,Old St. Augustine Road Connector,Roadwalk,Jct of Old St. Augustine Road and CR 14,Leave SR 53,144219.8,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
774,30.382099,-83.442031,20.3,Old St. Augustine Road,,,,Main,T503,Old St. Augustine Road Connector,Roadwalk,Jct of Old St. Augustine Road and CR 14,Leave SR 53,145602.4,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
775,30.373774,-83.45475,159,Old St. Augustine Road,,,,Main,T503,Old St. Augustine Road Connector,Roadwalk,Jct of Old St. Augustine Road and CR 14,Leave SR 53,146334.1,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
776,30.367397,-83.469574,9.3,Old St. Augustine Road,,,,Main,T503,Old St. Augustine Road Connector,Roadwalk,Jct of Old St. Augustine Road and CR 14,Leave SR 53,147349.9,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
777,30.363557,-83.485746,32.7,CR 360 Roadwalk,,,,Main,T507,CR 360 Connector,Roadwalk,Jct of CR 360 and US 221,Join CR 360,148605.7,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
778,30.353907,-83.497484,62.5,CR 360 Roadwalk,,,,Main,T507,CR 360 Connector,Roadwalk,Jct of CR 360 and US 221,Join CR 360,149226.9,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
779,30.350857,-83.512769,33.5,CR 360 Roadwalk,,,,Main,T507,CR 360 Connector,Roadwalk,Jct of CR 360 and US 221,Join CR 360,150453.6,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
780,30.35087,-83.529328,20.8,CR 360 Roadwalk,,,,Main,T507,CR 360 Connector,Roadwalk,Jct of CR 360 and US 221,Join CR 360,151926.3,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
781,30.356387,-83.544788,7.8,CR 360 Roadwalk,,,,Main,T507,CR 360 Connector,Roadwalk,Jct of CR 360 and US 221,Join CR 360,153531.5,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
782,30.359367,-83.560685,3.3,CR 360 Roadwalk,,,,Main,T507,CR 360 Connector,Roadwalk,Jct of CR 360 and US 221,Join CR 360,155070.1,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
783,30.357282,-83.575568,25.7,CR 360 Roadwalk,,,,Main,T507,CR 360 Connector,Roadwalk,Jct of CR 360 and US 221,Join CR 360,156310.6,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
784,30.354482,-83.590998,109.6,CR 360 Roadwalk,,,,Main,T507,CR 360 Connector,Roadwalk,Jct of CR 360 and US 221,Join CR 360,157574.7,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
785,30.357781,-83.607214,38.5,CR 360 Roadwalk,,,,Main,T507,CR 360 Connector,Roadwalk,Jct of CR 360 and US 221,Join CR 360,159157.9,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
786,30.358092,-83.623361,147.9,CR 360 Roadwalk,,,,Main,T507,CR 360 Connector,Roadwalk,Jct of CR 360 and US 221,Join CR 360,160615.7,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
787,30.359982,-83.639883,1.2,CR 360 Roadwalk,,,,Main,T507,CR 360 Connector,Roadwalk,Jct of CR 360 and US 221,Join CR 360,162171.3,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
788,30.354066,-83.653342,50.1,SW 1 Federal Road,,,,Main,T508,SW 1 Federal Road Connector,Roadwalk,Join SW 1 Federal Road,Join US 221,163147.2,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
789,30.35117,-83.66846,68,SW 1 Federal Road,,,,Main,T508,SW 1 Federal Road Connector,Roadwalk,Join SW 1 Federal Road,Join US 221,164395.5,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
790,30.353624,-83.683672,45.8,SW 1 Federal Road,,,,Main,T508,SW 1 Federal Road Connector,Roadwalk,Join SW 1 Federal Road,Join US 221,165859.9,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
791,30.359605,-83.696621,17,SW Wolfold Ave,,,,Main,T504,SW Wolfold Ave Connector,Roadwalk,Join SW Overstreet Ave,SW Wolfold Ave,167255.3,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
792,30.346737,-83.702552,32.5,SW Wolfold Ave,,,,Main,T504,SW Wolfold Ave Connector,Roadwalk,Join SW Overstreet Ave,SW Wolfold Ave,167303.4,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
793,30.338646,-83.715969,117.4,SW Wolfold Ave,,,,Main,T504,SW Wolfold Ave Connector,Roadwalk,Join SW Overstreet Ave,SW Wolfold Ave,168218.8,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
794,30.33431,-83.730086,42.4,SW Overstreet Ave,,,,Main,T505,SW Overstreet Ave Connector,Roadwalk,Jct of Sw Overstreet Ave and SW Wyoming Ave,Join SW Overstreet Ave,169342.3,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
795,30.330026,-83.744993,119.7,SW Overstreet Ave,,,,Main,T505,SW Overstreet Ave Connector,Roadwalk,Jct of Sw Overstreet Ave and SW Wyoming Ave,Join SW Overstreet Ave,170544.3,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
796,30.323604,-83.759858,152.2,SW Overstreet Ave,,,,Main,T505,SW Overstreet Ave Connector,Roadwalk,Jct of Sw Overstreet Ave and SW Wyoming Ave,Join SW Overstreet Ave,171673.3,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
797,30.316988,-83.773909,30.6,SW Wyoming Ave,,,,Main,T466,SW Wyoming Ave Connector,Roadwalk,Jct of SW Wyoming Ave and Aucilla River Rd,Join SW Wyoming Ave,172728.8,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
798,30.305814,-83.783313,12,SW Wyoming Ave,,,,Main,T466,SW Wyoming Ave Connector,Roadwalk,Jct of SW Wyoming Ave and Aucilla River Rd,Join SW Wyoming Ave,173214.7,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
799,30.298625,-83.795807,41.3,SW Wyoming Ave,,,,Main,T466,SW Wyoming Ave Connector,Roadwalk,Jct of SW Wyoming Ave and Aucilla River Rd,Join SW Wyoming Ave,174125.6,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
800,30.301846,-83.809146,7.3,SW Wyoming Ave,,,,Main,T466,SW Wyoming Ave Connector,Roadwalk,Jct of SW Wyoming Ave and Aucilla River Rd,Join SW Wyoming Ave,175455,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
801,30.289864,-83.81697,24.5,SW Wyoming Ave,,,,Main,T466,SW Wyoming Ave Connector,Roadwalk,Jct of SW Wyoming Ave and Aucilla River Rd,Join SW Wyoming Ave,175792.3,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
802,30.281323,-83.827879,26,SW Wyoming Ave,,,,Main,T466,SW Wyoming Ave Connector,Roadwalk,Jct of SW Wyoming Ave and Aucilla River Rd,Join SW Wyoming Ave,176532.4,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
803,30.273035,-83.83952,8.6,SW Wyoming Ave,,,,Main,T466,SW Wyoming Ave Connector,Roadwalk,Jct of SW Wyoming Ave and Aucilla River Rd,Join SW Wyoming Ave,177356.4,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
804,30.266008,-83.85223,1.2,SW Wyoming Ave,,,,Main,T466,SW Wyoming Ave Connector,Roadwalk,Jct of SW Wyoming Ave and Aucilla River Rd,Join SW Wyoming Ave,178324.4,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
805,30.255784,-83.863942,0.4,Aucilla River Road,,,,Main,T506,Aucilla River Road Connector,Roadwalk,Leave Aucilla River Road at forest road with locked vehicle gate,Join Aucilla River Road,179115.2,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
806,30.258267,-83.879795,8.1,Foley Roadwalk,,,,Main,T575,Foley Timber & Land Co. Connector,Private,Foley/SRWMD property boundary,CR 14,180657.8,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
807,30.261157,-83.890125,4.5,Aucilla River,,,,Main,T444,Aucilla WMA,FFWCC,Goose Pasture Rd,Aucilla River WMA entrance road,181699.1,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
808,30.25232,-83.896759,3,Aucilla River,,,,Main,T412,Middle Aucilla Conservation Area,FFWCC,Goose Pasture Rd,Aucilla River WMA entrance road,182067.5,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
809,30.246698,-83.906262,4.5,Aucilla River,,,,Main,T412,Middle Aucilla Conservation Area,FFWCC,Goose Pasture Rd,Aucilla River WMA entrance road,182797.4,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
810,30.241497,-83.91528,1.1,Aucilla River,,,,Main,T412,Middle Aucilla Conservation Area,FFWCC,Goose Pasture Rd,Aucilla River WMA entrance road,183497.2,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
811,30.230946,-83.917915,2.1,Aucilla River,,,,Main,T412,Middle Aucilla Conservation Area,FFWCC,Goose Pasture Rd,Aucilla River WMA entrance road,183464.2,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
812,30.224119,-83.916376,2.3,Aucilla River,,,,Main,T412,Middle Aucilla Conservation Area,FFWCC,Goose Pasture Rd,Aucilla River WMA entrance road,183143.8,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
813,30.214621,-83.917788,0.6,Aucilla River,,,,Main,T412,Middle Aucilla Conservation Area,FFWCC,Goose Pasture Rd,Aucilla River WMA entrance road,183035.2,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
814,30.204929,-83.924924,2.3,Aucilla River,,,,Main,T445,Aucilla WMA,FFWCC,Goose Pasture Rd,Aucilla River WMA entrance road,183464.6,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
815,30.196058,-83.923953,0.1,Aucilla River,,,,Main,T411,Aucilla WMA,FFWCC,Graded road parking area,Goose Pasture Rd,183160.3,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
816,30.189266,-83.931454,0.5,Aucilla River,,,,Main,T411,Aucilla WMA,FFWCC,Graded road parking area,Goose Pasture Rd,183705.3,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
817,30.191604,-83.941931,0.4,Aucilla River,,,,Main,T411,Aucilla WMA,FFWCC,Graded road parking area,Goose Pasture Rd,184744.4,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
818,30.185225,-83.947771,0.6,Aucilla River,,,,Main,T411,Aucilla WMA,FFWCC,Graded road parking area,Goose Pasture Rd,185146.8,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
819,30.184092,-83.932666,19.2,Aucilla Enterance Road,,,,Main,T8,Aucilla WMA Connector,Roadwalk,Join Powell Hammock Grade,Graded road parking area,183700.1,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
820,30.177074,-83.922328,0.1,Powell Hammock Grade,,,,Main,T41,Powell Hammock Rd Connector,Roadwalk,Continue on Powell Hammock Grade,Join Powell Hammock Grade,182567.9,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
821,30.163452,-83.927966,33.3,Powell Hammock Grade,,,,Main,T567,Powell Hammock Rd Connector,Roadwalk,Powell Hammock Grade/US 98,Continue on Powell Hammock Grade,182798.4,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
822,30.149882,-83.933773,17.5,Powell Hammock Grade,,,,Main,T567,Powell Hammock Rd Connector,Roadwalk,Powell Hammock Grade/US 98,Continue on Powell Hammock Grade,183060,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
823,30.144388,-83.946473,11.1,US 98,,,,Main,T568,US 98 Connector,Roadwalk,US 98/Aucilla WMA gate,Powell Hammock Grade/US 98,184148.4,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
824,30.143674,-83.963189,37.7,US 98,,,,Main,T568,US 98 Connector,Roadwalk,US 98/Aucilla WMA gate,Powell Hammock Grade/US 98,185715.1,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
825,30.148708,-83.978544,56.1,US 98,,,,Main,T568,US 98 Connector,Roadwalk,US 98/Aucilla WMA gate,Powell Hammock Grade/US 98,187268.1,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
826,30.155508,-83.993317,22.3,US 98,,,,Main,T568,US 98 Connector,Roadwalk,US 98/Aucilla WMA gate,Powell Hammock Grade/US 98,188802.3,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
827,30.159919,-84.007383,159.9,Aucilla,,,,Main,T136Temp,Aucilla WMA,FFWCC,Aucilla WMA/St Marks NWR boundary,US 98/Aucilla WMA Gate,190221.7,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
828,30.147568,-84.009024,330.4,Aucilla,,,,Main,T136Temp,Aucilla WMA,FFWCC,Aucilla WMA/St Marks NWR boundary,US 98/Aucilla WMA Gate,190129.2,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
829,30.139446,-84.004897,1.2,St Marks,,,,Main,T409,St Marks National Wildlife Refuge,US FWS,Leave Aucilla Tram Road,Join Aucilla Tram Road,189580.7,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
830,30.128564,-84.015264,1.4,St Marks,,,,Main,T409,St Marks National Wildlife Refuge,US FWS,Leave Aucilla Tram Road,Join Aucilla Tram Road,190358.9,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
831,30.127441,-84.031604,0,St Marks,,,,Main,T409,St Marks National Wildlife Refuge,US FWS,Leave Aucilla Tram Road,Join Aucilla Tram Road,191888.4,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
832,30.125899,-84.047998,1.2,St Marks,,,,Main,T409,St Marks National Wildlife Refuge,US FWS,Leave Aucilla Tram Road,Join Aucilla Tram Road,193416.4,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
833,30.123836,-84.061845,7.2,St Marks,,,,Main,T657,St Marks National Wildlife Refuge,US FWC,Join Main Levee,Leave Aucilla Tram Road,194694.5,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
834,30.118614,-84.073357,2.2,St Marks,,,,Main,T657,St Marks National Wildlife Refuge,US FWC,Join Main Levee,Leave Aucilla Tram Road,195697,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
835,30.115617,-84.087515,0.1,St Marks,,,,Main,T447,St Marks National Wildlife Refuge,US FWS,Join Saint Marks Wilderness,Join Main Levee,196991.5,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
836,30.104787,-84.09763,25.9,St Marks,,,,Main,T402,St Marks National Wildlife Refuge,US FWS,Exit Saint Marks Wilderness,Join Saint Marks Wilderness,197737.8,Cross Florida Greenway Dunnellon,Western,T617,Cross Florida Greenway,OGT,Leave CFG/Join CR 484,Leave US 41/Join CFG
837,30.104317,-84.112579,6.1,St Marks,,,,Main,T402,St Marks National Wildlife Refuge,US FWS,Exit Saint Marks Wilderness,Join Saint Marks Wilderness,198867.6,Cross Florida Greenway Dunnellon,Western,T617,Cross Florida Greenway,OGT,Leave CFG/Join CR 484,Leave US 41/Join CFG
838,30.114371,-84.121025,21.3,St Marks,,,,Main,T656,St Marks National Wildlife Refuge,US FWS,Join CR 59/Lighthouse Road,Exit Saint Marks Wilderness,200157.4,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
839,30.120945,-84.135482,14.1,St Marks,,,,Main,T656,St Marks National Wildlife Refuge,US FWS,Join CR 59/Lighthouse Road,Exit Saint Marks Wilderness,201641.7,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
840,30.128824,-84.146093,7,CR 59/Lighthouse Road,,,,Main,T387,St Marks National Wildlife Refuge Connector,Roadwalk,Leave CR 59/Lighthouse Road,Join CR 59/Lighthouse Road,202784,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
841,30.135518,-84.153033,56,St Marks,,,,Main,T448,St Marks National Wildlife Refuge,US FWS,Leave Port Leon Road,Leave CR 59,203559.2,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
842,30.144717,-84.162383,35.1,St Marks,,,,Main,T9,St Marks National Wildlife Refuge,US FWS,Leave Port Leon Road,Leave CR 59,204609.9,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
843,30.138321,-84.177389,7.3,St Marks,,,,Main,T9,St Marks National Wildlife Refuge,US FWS,Leave Port Leon Road,Leave CR 59,205921.3,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
844,30.13225,-84.192338,9.3,St Marks,,,,Main,T134,St Marks National Wildlife Refuge,US FWS,Cross St Marks River to City of St Marks,Leave Port Leon Road,206907.9,Cross Florida Greenway Dunnellon,Western,T617,Cross Florida Greenway,OGT,Leave CFG/Join CR 484,Leave US 41/Join CFG
845,30.142365,-84.199376,1.5,St Marks,,,,Main,T134,St Marks National Wildlife Refuge,US FWS,Cross St Marks River to City of St Marks,Leave Port Leon Road,208080,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
846,30.155887,-84.204909,169.8,Tallahassee-St Marks Historic Railroad State Trail,,,,Main,T10,Tallahassee-St Marks Historic Railroad Trail State Park,OGT,Leave Tallahassee-St Marks Historic Railroad Trail,Riverside Dr,208846.4,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
847,30.169511,-84.210561,345.4,Tallahassee-St Marks Historic Railroad State Trail,,,,Main,T10,Tallahassee-St Marks Historic Railroad Trail State Park,OGT,Leave Tallahassee-St Marks Historic Railroad Trail,Riverside Dr,209635.1,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
848,30.182967,-84.213337,146.3,Tallahassee-St Marks Historic Railroad State Trail,,,,Main,T10,Tallahassee-St Marks Historic Railroad Trail State Park,OGT,Leave Tallahassee-St Marks Historic Railroad Trail,Riverside Dr,210157.8,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
849,30.188514,-84.22393,5.8,US 98 Corridor,,,,Main,T386,US 98 right-of-way,FDOT,Join Manatee Way to US 98,Leave St Marks Bike Trail,211269.5,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
850,30.183813,-84.238614,0.5,US 98 Corridor,,,,Main,T386,US 98 right-of-way,FDOT,Join Manatee Way to US 98,Leave St Marks Bike Trail,212566,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
851,30.172402,-84.247022,1.1,US 98 Corridor,,,,Main,T354,US 98 Connector,FDOT,Leave US 98 at the Wakulla Tract property boundary,Join trail along the US 98 right-of-way at Manatee Way,213143.9,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
852,30.162939,-84.242881,0.8,St Marks,,,,Main,T385,St Marks National Wildlife Refuge,US FWS,Wakulla Beach Rd trailhead,Leave US 98/Coastal Hwy,212576.3,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
853,30.15646,-84.232741,1.1,St Marks,,,,Main,T385,St Marks National Wildlife Refuge,US FWS,Wakulla Beach Rd trailhead,Leave US 98/Coastal Hwy,211497,Keystone Tract,Eastern,T99,Keystone Tract,USDA FS,Join Palatka-Lake Butler,Cross SR 100
854,30.150958,-84.239524,2.3,St Marks,,,,Main,T385,St Marks National Wildlife Refuge,US FWS,Wakulla Beach Rd trailhead,Leave US 98/Coastal Hwy,211812.8,Cross Florida Greenway Dunnellon,Western,T617,Cross Florida Greenway,OGT,Leave CFG/Join CR 484,Leave US 41/Join CFG
855,30.147358,-84.246203,2.6,St Marks,,,,Main,T385,St Marks National Wildlife Refuge,US FWS,Wakulla Beach Rd trailhead,Leave US 98/Coastal Hwy,212108.1,Cross Florida Greenway Dunnellon,Western,T617,Cross Florida Greenway,OGT,Leave CFG/Join CR 484,Leave US 41/Join CFG
856,30.143548,-84.261491,1.9,St Marks,,,,Main,T384,St Marks National Wildlife Refuge,US FWS,FR 200/209 intersection,Wakulla Beach Rd trailhead,213070.3,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
857,30.139212,-84.277439,3.4,St Marks,,,,Main,T384,St Marks National Wildlife Refuge,US FWS,FR 200/209 intersection,Wakulla Beach Rd trailhead,214049,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
858,30.130667,-84.283593,1.4,St Marks,,,,Main,T345,St Marks National Wildlife Refuge,US FWS,Join FR 215,FR 200/209 intersection,213994.4,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
859,30.129619,-84.291879,1,St Marks,,,,Main,T345,St Marks National Wildlife Refuge,US FWS,Join FR 215,FR 200/209 intersection,214585.3,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
860,30.127824,-84.306234,2.4,St Marks,,,,Main,T352,St Marks National Wildlife Refuge,US FWS,Leave FR 215,Join FR 215,215613.6,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
861,30.116006,-84.311077,0.7,St Marks,,,,Main,T132,St Marks National Wildlife Refuge,US FWS,Join CR 367,Leave FR 215,215265.6,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
862,30.104714,-84.308836,2.6,St Marks,,,,Main,T494,St Marks National Wildlife Refuge,US FWS,Join CR 365/Spring Creek Hwy,Leave CR 367/Shell Point Road,214390.1,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
