route	needs_review	mile	id	lat	lon	corridor	segment_code	section_code	segment_name	section_name	include	notes
main-spine	0	148	ft-main-mi0148000	27.12885814771432	-80.88405764834339	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	149	ft-main-mi0149000	27.140101449960266	-80.87404052587574	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	150	ft-main-mi0150000	27.14950805296766	-80.86939472814296	Western	southern	okeechobee_west	Southern	Okeechobee West	true	
main-spine	0	151	ft-main-mi0151000	27.15863107742354	-80.87727839441077	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	152	ft-main-mi0152000	27.171119634637012	-80.88549657930056	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	153	ft-main-mi0153000	27.183157047494532	-80.89451654934598	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	154	ft-main-mi0154000	27.19503814648022	-80.90380829057486	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	155	ft-main-mi0155000	27.20691160984008	-80.91311341358579	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	156	ft-main-mi0156000	27.212287272172063	-80.9270656230382	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	157	ft-main-mi0157000	27.21779190337245	-80.94203446428462	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	158	ft-main-mi0158000	27.22445938841929	-80.95647812432011	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	159	ft-main-mi0159000	27.235796993351887	-80.96106301432319	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	160	ft-main-mi0160000	27.250257803743597	-80.96115972557378	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	161	ft-main-mi0161000	27.264729542745346	-80.96136574147015	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	162	ft-main-mi0162000	27.279202109786855	-80.96150308363706	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	163	ft-main-mi0163000	27.293674930536078	-80.96147407631946	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	164	ft-main-mi0164000	27.29517219099939	-80.9764248533925	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	165	ft-main-mi0165000	27.295612661898446	-80.99270323967541	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	166	ft-main-mi0166000	27.308000035657695	-80.99646633414605	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	167	ft-main-mi0167000	27.31621555422505	-81.0068516463844	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	168	ft-main-mi0168000	27.312876880908178	-81.01654503406029	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	169	ft-main-mi0169000	27.32486450293766	-81.02165123889465	Main	central	kissimmee_river	Central	Kissimmee River	true	
